date,name,circulation_a,management_circulation,non_circulation_a,total_a,total
2016/1/20,贵州茅台,1256197800,,0,1256197800,1256197800
2016/1/21,贵州茅台,1256197800,,0,1256197800,1256197800
2016/1/22,贵州茅台,1256197800,,0,1256197800,1256197800
2016/1/25,贵州茅台,1256197800,,0,1256197800,1256197800
2016/1/26,贵州茅台,1256197800,,0,1256197800,1256197800
2016/1/27,贵州茅台,1256197800,,0,1256197800,1256197800
2016/1/28,贵州茅台,1256197800,,0,1256197800,1256197800
2016/1/29,贵州茅台,1256197800,,0,1256197800,1256197800
2016/2/1,贵州茅台,1256197800,,0,1256197800,1256197800
2016/2/2,贵州茅台,1256197800,,0,1256197800,1256197800
2016/2/3,贵州茅台,1256197800,,0,1256197800,1256197800
2016/2/4,贵州茅台,1256197800,,0,1256197800,1256197800
2016/2/5,贵州茅台,1256197800,,0,1256197800,1256197800
2016/2/15,贵州茅台,1256197800,,0,1256197800,1256197800
2016/2/16,贵州茅台,1256197800,,0,1256197800,1256197800
2016/2/17,贵州茅台,1256197800,,0,1256197800,1256197800
2016/2/18,贵州茅台,1256197800,,0,1256197800,1256197800
2016/2/19,贵州茅台,1256197800,,0,1256197800,1256197800
2016/2/22,贵州茅台,1256197800,,0,1256197800,1256197800
2016/2/23,贵州茅台,1256197800,,0,1256197800,1256197800
2016/2/24,贵州茅台,1256197800,,0,1256197800,1256197800
2016/2/25,贵州茅台,1256197800,,0,1256197800,1256197800
2016/2/26,贵州茅台,1256197800,,0,1256197800,1256197800
2016/2/29,贵州茅台,1256197800,,0,1256197800,1256197800
2016/3/1,贵州茅台,1256197800,,0,1256197800,1256197800
2016/3/2,贵州茅台,1256197800,,0,1256197800,1256197800
2016/3/3,贵州茅台,1256197800,,0,1256197800,1256197800
2016/3/4,贵州茅台,1256197800,,0,1256197800,1256197800
2016/3/7,贵州茅台,1256197800,,0,1256197800,1256197800
2016/3/8,贵州茅台,1256197800,,0,1256197800,1256197800
2016/3/9,贵州茅台,1256197800,,0,1256197800,1256197800
2016/3/10,贵州茅台,1256197800,,0,1256197800,1256197800
2016/3/11,贵州茅台,1256197800,,0,1256197800,1256197800
2016/3/14,贵州茅台,1256197800,,0,1256197800,1256197800
2016/3/15,贵州茅台,1256197800,,0,1256197800,1256197800
2016/3/16,贵州茅台,1256197800,,0,1256197800,1256197800
2016/3/17,贵州茅台,1256197800,,0,1256197800,1256197800
2016/3/18,贵州茅台,1256197800,,0,1256197800,1256197800
2016/3/21,贵州茅台,1256197800,,0,1256197800,1256197800
2016/3/22,贵州茅台,1256197800,,0,1256197800,1256197800
2016/3/23,贵州茅台,1256197800,,0,1256197800,1256197800
2016/3/24,贵州茅台,1256197800,,0,1256197800,1256197800
2016/3/25,贵州茅台,1256197800,,0,1256197800,1256197800
2016/3/28,贵州茅台,1256197800,,0,1256197800,1256197800
2016/3/29,贵州茅台,1256197800,,0,1256197800,1256197800
2016/3/30,贵州茅台,1256197800,,0,1256197800,1256197800
2016/3/31,贵州茅台,1256197800,,0,1256197800,1256197800
2016/4/1,贵州茅台,1256197800,,0,1256197800,1256197800
2016/4/5,贵州茅台,1256197800,,0,1256197800,1256197800
2016/4/6,贵州茅台,1256197800,,0,1256197800,1256197800
2016/4/7,贵州茅台,1256197800,,0,1256197800,1256197800
2016/4/8,贵州茅台,1256197800,,0,1256197800,1256197800
2016/4/11,贵州茅台,1256197800,,0,1256197800,1256197800
2016/4/12,贵州茅台,1256197800,,0,1256197800,1256197800
2016/4/13,贵州茅台,1256197800,,0,1256197800,1256197800
2016/4/14,贵州茅台,1256197800,,0,1256197800,1256197800
2016/4/15,贵州茅台,1256197800,,0,1256197800,1256197800
2016/4/18,贵州茅台,1256197800,,0,1256197800,1256197800
2016/4/19,贵州茅台,1256197800,,0,1256197800,1256197800
2016/4/20,贵州茅台,1256197800,,0,1256197800,1256197800
2016/4/21,贵州茅台,1256197800,,0,1256197800,1256197800
2016/4/22,贵州茅台,1256197800,,0,1256197800,1256197800
2016/4/25,贵州茅台,1256197800,,0,1256197800,1256197800
2016/4/26,贵州茅台,1256197800,,0,1256197800,1256197800
2016/4/27,贵州茅台,1256197800,,0,1256197800,1256197800
2016/4/28,贵州茅台,1256197800,,0,1256197800,1256197800
2016/4/29,贵州茅台,1256197800,,0,1256197800,1256197800
2016/5/3,贵州茅台,1256197800,,0,1256197800,1256197800
2016/5/4,贵州茅台,1256197800,,0,1256197800,1256197800
2016/5/5,贵州茅台,1256197800,,0,1256197800,1256197800
2016/5/6,贵州茅台,1256197800,,0,1256197800,1256197800
2016/5/9,贵州茅台,1256197800,,0,1256197800,1256197800
2016/5/10,贵州茅台,1256197800,,0,1256197800,1256197800
2016/5/11,贵州茅台,1256197800,,0,1256197800,1256197800
2016/5/12,贵州茅台,1256197800,,0,1256197800,1256197800
2016/5/13,贵州茅台,1256197800,,0,1256197800,1256197800
2016/5/16,贵州茅台,1256197800,,0,1256197800,1256197800
2016/5/17,贵州茅台,1256197800,,0,1256197800,1256197800
2016/5/18,贵州茅台,1256197800,,0,1256197800,1256197800
2016/5/19,贵州茅台,1256197800,,0,1256197800,1256197800
2016/5/20,贵州茅台,1256197800,,0,1256197800,1256197800
2016/5/23,贵州茅台,1256197800,,0,1256197800,1256197800
2016/5/24,贵州茅台,1256197800,,0,1256197800,1256197800
2016/5/25,贵州茅台,1256197800,,0,1256197800,1256197800
2016/5/26,贵州茅台,1256197800,,0,1256197800,1256197800
2016/5/27,贵州茅台,1256197800,,0,1256197800,1256197800
2016/5/30,贵州茅台,1256197800,,0,1256197800,1256197800
2016/5/31,贵州茅台,1256197800,,0,1256197800,1256197800
2016/6/1,贵州茅台,1256197800,,0,1256197800,1256197800
2016/6/2,贵州茅台,1256197800,,0,1256197800,1256197800
2016/6/3,贵州茅台,1256197800,,0,1256197800,1256197800
2016/6/6,贵州茅台,1256197800,,0,1256197800,1256197800
2016/6/7,贵州茅台,1256197800,,0,1256197800,1256197800
2016/6/8,贵州茅台,1256197800,,0,1256197800,1256197800
2016/6/13,贵州茅台,1256197800,,0,1256197800,1256197800
2016/6/14,贵州茅台,1256197800,,0,1256197800,1256197800
2016/6/15,贵州茅台,1256197800,,0,1256197800,1256197800
2016/6/16,贵州茅台,1256197800,,0,1256197800,1256197800
2016/6/17,贵州茅台,1256197800,,0,1256197800,1256197800
2016/6/20,贵州茅台,1256197800,,0,1256197800,1256197800
2016/6/21,贵州茅台,1256197800,,0,1256197800,1256197800
2016/6/22,贵州茅台,1256197800,,0,1256197800,1256197800
2016/6/23,贵州茅台,1256197800,,0,1256197800,1256197800
2016/6/24,贵州茅台,1256197800,,0,1256197800,1256197800
2016/6/27,贵州茅台,1256197800,,0,1256197800,1256197800
2016/6/28,贵州茅台,1256197800,,0,1256197800,1256197800
2016/6/29,贵州茅台,1256197800,,0,1256197800,1256197800
2016/6/30,贵州茅台,1256197800,,0,1256197800,1256197800
2016/7/1,贵州茅台,1256197800,,0,1256197800,1256197800
2016/7/4,贵州茅台,1256197800,,0,1256197800,1256197800
2016/7/5,贵州茅台,1256197800,,0,1256197800,1256197800
2016/7/6,贵州茅台,1256197800,,0,1256197800,1256197800
2016/7/7,贵州茅台,1256197800,,0,1256197800,1256197800
2016/7/8,贵州茅台,1256197800,,0,1256197800,1256197800
2016/7/11,贵州茅台,1256197800,,0,1256197800,1256197800
2016/7/12,贵州茅台,1256197800,,0,1256197800,1256197800
2016/7/13,贵州茅台,1256197800,,0,1256197800,1256197800
2016/7/14,贵州茅台,1256197800,,0,1256197800,1256197800
2016/7/15,贵州茅台,1256197800,,0,1256197800,1256197800
2016/7/18,贵州茅台,1256197800,,0,1256197800,1256197800
2016/7/19,贵州茅台,1256197800,,0,1256197800,1256197800
2016/7/20,贵州茅台,1256197800,,0,1256197800,1256197800
2016/7/21,贵州茅台,1256197800,,0,1256197800,1256197800
2016/7/22,贵州茅台,1256197800,,0,1256197800,1256197800
2016/7/25,贵州茅台,1256197800,,0,1256197800,1256197800
2016/7/26,贵州茅台,1256197800,,0,1256197800,1256197800
2016/7/27,贵州茅台,1256197800,,0,1256197800,1256197800
2016/7/28,贵州茅台,1256197800,,0,1256197800,1256197800
2016/7/29,贵州茅台,1256197800,,0,1256197800,1256197800
2016/8/1,贵州茅台,1256197800,,0,1256197800,1256197800
2016/8/2,贵州茅台,1256197800,,0,1256197800,1256197800
2016/8/3,贵州茅台,1256197800,,0,1256197800,1256197800
2016/8/4,贵州茅台,1256197800,,0,1256197800,1256197800
2016/8/5,贵州茅台,1256197800,,0,1256197800,1256197800
2016/8/8,贵州茅台,1256197800,,0,1256197800,1256197800
2016/8/9,贵州茅台,1256197800,,0,1256197800,1256197800
2016/8/10,贵州茅台,1256197800,,0,1256197800,1256197800
2016/8/11,贵州茅台,1256197800,,0,1256197800,1256197800
2016/8/12,贵州茅台,1256197800,,0,1256197800,1256197800
2016/8/15,贵州茅台,1256197800,,0,1256197800,1256197800
2016/8/16,贵州茅台,1256197800,,0,1256197800,1256197800
2016/8/17,贵州茅台,1256197800,,0,1256197800,1256197800
2016/8/18,贵州茅台,1256197800,,0,1256197800,1256197800
2016/8/19,贵州茅台,1256197800,,0,1256197800,1256197800
2016/8/22,贵州茅台,1256197800,,0,1256197800,1256197800
2016/8/23,贵州茅台,1256197800,,0,1256197800,1256197800
2016/8/24,贵州茅台,1256197800,,0,1256197800,1256197800
2016/8/25,贵州茅台,1256197800,,0,1256197800,1256197800
2016/8/26,贵州茅台,1256197800,,0,1256197800,1256197800
2016/8/29,贵州茅台,1256197800,,0,1256197800,1256197800
2016/8/30,贵州茅台,1256197800,,0,1256197800,1256197800
2016/8/31,贵州茅台,1256197800,,0,1256197800,1256197800
2016/9/1,贵州茅台,1256197800,,0,1256197800,1256197800
2016/9/2,贵州茅台,1256197800,,0,1256197800,1256197800
2016/9/5,贵州茅台,1256197800,,0,1256197800,1256197800
2016/9/6,贵州茅台,1256197800,,0,1256197800,1256197800
2016/9/7,贵州茅台,1256197800,,0,1256197800,1256197800
2016/9/8,贵州茅台,1256197800,,0,1256197800,1256197800
2016/9/9,贵州茅台,1256197800,,0,1256197800,1256197800
2016/9/12,贵州茅台,1256197800,,0,1256197800,1256197800
2016/9/13,贵州茅台,1256197800,,0,1256197800,1256197800
2016/9/14,贵州茅台,1256197800,,0,1256197800,1256197800
2016/9/19,贵州茅台,1256197800,,0,1256197800,1256197800
2016/9/20,贵州茅台,1256197800,,0,1256197800,1256197800
2016/9/21,贵州茅台,1256197800,,0,1256197800,1256197800
2016/9/22,贵州茅台,1256197800,,0,1256197800,1256197800
2016/9/23,贵州茅台,1256197800,,0,1256197800,1256197800
2016/9/26,贵州茅台,1256197800,,0,1256197800,1256197800
2016/9/27,贵州茅台,1256197800,,0,1256197800,1256197800
2016/9/28,贵州茅台,1256197800,,0,1256197800,1256197800
2016/9/29,贵州茅台,1256197800,,0,1256197800,1256197800
2016/9/30,贵州茅台,1256197800,,0,1256197800,1256197800
2016/10/10,贵州茅台,1256197800,,0,1256197800,1256197800
2016/10/11,贵州茅台,1256197800,,0,1256197800,1256197800
2016/10/12,贵州茅台,1256197800,,0,1256197800,1256197800
2016/10/13,贵州茅台,1256197800,,0,1256197800,1256197800
2016/10/14,贵州茅台,1256197800,,0,1256197800,1256197800
2016/10/17,贵州茅台,1256197800,,0,1256197800,1256197800
2016/10/18,贵州茅台,1256197800,,0,1256197800,1256197800
2016/10/19,贵州茅台,1256197800,,0,1256197800,1256197800
2016/10/20,贵州茅台,1256197800,,0,1256197800,1256197800
2016/10/21,贵州茅台,1256197800,,0,1256197800,1256197800
2016/10/24,贵州茅台,1256197800,,0,1256197800,1256197800
2016/10/25,贵州茅台,1256197800,,0,1256197800,1256197800
2016/10/26,贵州茅台,1256197800,,0,1256197800,1256197800
2016/10/27,贵州茅台,1256197800,,0,1256197800,1256197800
2016/10/28,贵州茅台,1256197800,,0,1256197800,1256197800
2016/10/31,贵州茅台,1256197800,,0,1256197800,1256197800
2016/11/1,贵州茅台,1256197800,,0,1256197800,1256197800
2016/11/2,贵州茅台,1256197800,,0,1256197800,1256197800
2016/11/3,贵州茅台,1256197800,,0,1256197800,1256197800
2016/11/4,贵州茅台,1256197800,,0,1256197800,1256197800
2016/11/7,贵州茅台,1256197800,,0,1256197800,1256197800
2016/11/8,贵州茅台,1256197800,,0,1256197800,1256197800
2016/11/9,贵州茅台,1256197800,,0,1256197800,1256197800
2016/11/10,贵州茅台,1256197800,,0,1256197800,1256197800
2016/11/11,贵州茅台,1256197800,,0,1256197800,1256197800
2016/11/14,贵州茅台,1256197800,,0,1256197800,1256197800
2016/11/15,贵州茅台,1256197800,,0,1256197800,1256197800
2016/11/16,贵州茅台,1256197800,,0,1256197800,1256197800
2016/11/17,贵州茅台,1256197800,,0,1256197800,1256197800
2016/11/18,贵州茅台,1256197800,,0,1256197800,1256197800
2016/11/21,贵州茅台,1256197800,,0,1256197800,1256197800
2016/11/22,贵州茅台,1256197800,,0,1256197800,1256197800
2016/11/23,贵州茅台,1256197800,,0,1256197800,1256197800
2016/11/24,贵州茅台,1256197800,,0,1256197800,1256197800
2016/11/25,贵州茅台,1256197800,,0,1256197800,1256197800
2016/11/28,贵州茅台,1256197800,,0,1256197800,1256197800
2016/11/29,贵州茅台,1256197800,,0,1256197800,1256197800
2016/11/30,贵州茅台,1256197800,,0,1256197800,1256197800
2016/12/1,贵州茅台,1256197800,,0,1256197800,1256197800
2016/12/2,贵州茅台,1256197800,,0,1256197800,1256197800
2016/12/5,贵州茅台,1256197800,,0,1256197800,1256197800
2016/12/6,贵州茅台,1256197800,,0,1256197800,1256197800
2016/12/7,贵州茅台,1256197800,,0,1256197800,1256197800
2016/12/8,贵州茅台,1256197800,,0,1256197800,1256197800
2016/12/9,贵州茅台,1256197800,,0,1256197800,1256197800
2016/12/12,贵州茅台,1256197800,,0,1256197800,1256197800
2016/12/13,贵州茅台,1256197800,,0,1256197800,1256197800
2016/12/14,贵州茅台,1256197800,,0,1256197800,1256197800
2016/12/15,贵州茅台,1256197800,,0,1256197800,1256197800
2016/12/16,贵州茅台,1256197800,,0,1256197800,1256197800
2016/12/19,贵州茅台,1256197800,,0,1256197800,1256197800
2016/12/20,贵州茅台,1256197800,,0,1256197800,1256197800
2016/12/21,贵州茅台,1256197800,,0,1256197800,1256197800
2016/12/22,贵州茅台,1256197800,,0,1256197800,1256197800
2016/12/23,贵州茅台,1256197800,,0,1256197800,1256197800
2016/12/26,贵州茅台,1256197800,,0,1256197800,1256197800
2016/12/27,贵州茅台,1256197800,,0,1256197800,1256197800
2016/12/28,贵州茅台,1256197800,,0,1256197800,1256197800
2016/12/29,贵州茅台,1256197800,,0,1256197800,1256197800
2016/12/30,贵州茅台,1256197800,,0,1256197800,1256197800
2017/1/3,贵州茅台,1256197800,,0,1256197800,1256197800
2017/1/4,贵州茅台,1256197800,,0,1256197800,1256197800
2017/1/5,贵州茅台,1256197800,,0,1256197800,1256197800
2017/1/6,贵州茅台,1256197800,,0,1256197800,1256197800
2017/1/9,贵州茅台,1256197800,,0,1256197800,1256197800
2017/1/10,贵州茅台,1256197800,,0,1256197800,1256197800
2017/1/11,贵州茅台,1256197800,,0,1256197800,1256197800
2017/1/12,贵州茅台,1256197800,,0,1256197800,1256197800
2017/1/13,贵州茅台,1256197800,,0,1256197800,1256197800
2017/1/16,贵州茅台,1256197800,,0,1256197800,1256197800
2017/1/17,贵州茅台,1256197800,,0,1256197800,1256197800
2017/1/18,贵州茅台,1256197800,,0,1256197800,1256197800
2017/1/19,贵州茅台,1256197800,,0,1256197800,1256197800
2017/1/20,贵州茅台,1256197800,,0,1256197800,1256197800
2017/1/23,贵州茅台,1256197800,,0,1256197800,1256197800
2017/1/24,贵州茅台,1256197800,,0,1256197800,1256197800
2017/1/25,贵州茅台,1256197800,,0,1256197800,1256197800
2017/1/26,贵州茅台,1256197800,,0,1256197800,1256197800
2017/2/3,贵州茅台,1256197800,,0,1256197800,1256197800
2017/2/6,贵州茅台,1256197800,,0,1256197800,1256197800
2017/2/7,贵州茅台,1256197800,,0,1256197800,1256197800
2017/2/8,贵州茅台,1256197800,,0,1256197800,1256197800
2017/2/9,贵州茅台,1256197800,,0,1256197800,1256197800
2017/2/10,贵州茅台,1256197800,,0,1256197800,1256197800
2017/2/13,贵州茅台,1256197800,,0,1256197800,1256197800
2017/2/14,贵州茅台,1256197800,,0,1256197800,1256197800
2017/2/15,贵州茅台,1256197800,,0,1256197800,1256197800
2017/2/16,贵州茅台,1256197800,,0,1256197800,1256197800
2017/2/17,贵州茅台,1256197800,,0,1256197800,1256197800
2017/2/20,贵州茅台,1256197800,,0,1256197800,1256197800
2017/2/21,贵州茅台,1256197800,,0,1256197800,1256197800
2017/2/22,贵州茅台,1256197800,,0,1256197800,1256197800
2017/2/23,贵州茅台,1256197800,,0,1256197800,1256197800
2017/2/24,贵州茅台,1256197800,,0,1256197800,1256197800
2017/2/27,贵州茅台,1256197800,,0,1256197800,1256197800
2017/2/28,贵州茅台,1256197800,,0,1256197800,1256197800
2017/3/1,贵州茅台,1256197800,,0,1256197800,1256197800
2017/3/2,贵州茅台,1256197800,,0,1256197800,1256197800
2017/3/3,贵州茅台,1256197800,,0,1256197800,1256197800
2017/3/6,贵州茅台,1256197800,,0,1256197800,1256197800
2017/3/7,贵州茅台,1256197800,,0,1256197800,1256197800
2017/3/8,贵州茅台,1256197800,,0,1256197800,1256197800
2017/3/9,贵州茅台,1256197800,,0,1256197800,1256197800
2017/3/10,贵州茅台,1256197800,,0,1256197800,1256197800
2017/3/13,贵州茅台,1256197800,,0,1256197800,1256197800
2017/3/14,贵州茅台,1256197800,,0,1256197800,1256197800
2017/3/15,贵州茅台,1256197800,,0,1256197800,1256197800
2017/3/16,贵州茅台,1256197800,,0,1256197800,1256197800
2017/3/17,贵州茅台,1256197800,,0,1256197800,1256197800
2017/3/20,贵州茅台,1256197800,,0,1256197800,1256197800
2017/3/21,贵州茅台,1256197800,,0,1256197800,1256197800
2017/3/22,贵州茅台,1256197800,,0,1256197800,1256197800
2017/3/23,贵州茅台,1256197800,,0,1256197800,1256197800
2017/3/24,贵州茅台,1256197800,,0,1256197800,1256197800
2017/3/27,贵州茅台,1256197800,,0,1256197800,1256197800
2017/3/28,贵州茅台,1256197800,,0,1256197800,1256197800
2017/3/29,贵州茅台,1256197800,,0,1256197800,1256197800
2017/3/30,贵州茅台,1256197800,,0,1256197800,1256197800
2017/3/31,贵州茅台,1256197800,,0,1256197800,1256197800
2017/4/5,贵州茅台,1256197800,,0,1256197800,1256197800
2017/4/6,贵州茅台,1256197800,,0,1256197800,1256197800
2017/4/7,贵州茅台,1256197800,,0,1256197800,1256197800
2017/4/10,贵州茅台,1256197800,,0,1256197800,1256197800
2017/4/11,贵州茅台,1256197800,,0,1256197800,1256197800
2017/4/12,贵州茅台,1256197800,,0,1256197800,1256197800
2017/4/13,贵州茅台,1256197800,,0,1256197800,1256197800
2017/4/14,贵州茅台,1256197800,,0,1256197800,1256197800
2017/4/17,贵州茅台,1256197800,,0,1256197800,1256197800
2017/4/18,贵州茅台,1256197800,,0,1256197800,1256197800
2017/4/19,贵州茅台,1256197800,,0,1256197800,1256197800
2017/4/20,贵州茅台,1256197800,,0,1256197800,1256197800
2017/4/21,贵州茅台,1256197800,,0,1256197800,1256197800
2017/4/24,贵州茅台,1256197800,,0,1256197800,1256197800
2017/4/25,贵州茅台,1256197800,,0,1256197800,1256197800
2017/4/26,贵州茅台,1256197800,,0,1256197800,1256197800
2017/4/27,贵州茅台,1256197800,,0,1256197800,1256197800
2017/4/28,贵州茅台,1256197800,,0,1256197800,1256197800
2017/5/2,贵州茅台,1256197800,,0,1256197800,1256197800
2017/5/3,贵州茅台,1256197800,,0,1256197800,1256197800
2017/5/4,贵州茅台,1256197800,,0,1256197800,1256197800
2017/5/5,贵州茅台,1256197800,,0,1256197800,1256197800
2017/5/8,贵州茅台,1256197800,,0,1256197800,1256197800
2017/5/9,贵州茅台,1256197800,,0,1256197800,1256197800
2017/5/10,贵州茅台,1256197800,,0,1256197800,1256197800
2017/5/11,贵州茅台,1256197800,,0,1256197800,1256197800
2017/5/12,贵州茅台,1256197800,,0,1256197800,1256197800
2017/5/15,贵州茅台,1256197800,,0,1256197800,1256197800
2017/5/16,贵州茅台,1256197800,,0,1256197800,1256197800
2017/5/17,贵州茅台,1256197800,,0,1256197800,1256197800
2017/5/18,贵州茅台,1256197800,,0,1256197800,1256197800
2017/5/19,贵州茅台,1256197800,,0,1256197800,1256197800
2017/5/22,贵州茅台,1256197800,,0,1256197800,1256197800
2017/5/23,贵州茅台,1256197800,,0,1256197800,1256197800
2017/5/24,贵州茅台,1256197800,,0,1256197800,1256197800
2017/5/25,贵州茅台,1256197800,,0,1256197800,1256197800
2017/5/26,贵州茅台,1256197800,,0,1256197800,1256197800
2017/5/31,贵州茅台,1256197800,,0,1256197800,1256197800
2017/6/1,贵州茅台,1256197800,,0,1256197800,1256197800
2017/6/2,贵州茅台,1256197800,,0,1256197800,1256197800
2017/6/5,贵州茅台,1256197800,,0,1256197800,1256197800
2017/6/6,贵州茅台,1256197800,,0,1256197800,1256197800
2017/6/7,贵州茅台,1256197800,,0,1256197800,1256197800
2017/6/8,贵州茅台,1256197800,,0,1256197800,1256197800
2017/6/9,贵州茅台,1256197800,,0,1256197800,1256197800
2017/6/12,贵州茅台,1256197800,,0,1256197800,1256197800
2017/6/13,贵州茅台,1256197800,,0,1256197800,1256197800
2017/6/14,贵州茅台,1256197800,,0,1256197800,1256197800
2017/6/15,贵州茅台,1256197800,,0,1256197800,1256197800
2017/6/16,贵州茅台,1256197800,,0,1256197800,1256197800
2017/6/19,贵州茅台,1256197800,,0,1256197800,1256197800
2017/6/20,贵州茅台,1256197800,,0,1256197800,1256197800
2017/6/21,贵州茅台,1256197800,,0,1256197800,1256197800
2017/6/22,贵州茅台,1256197800,,0,1256197800,1256197800
2017/6/23,贵州茅台,1256197800,,0,1256197800,1256197800
2017/6/26,贵州茅台,1256197800,,0,1256197800,1256197800
2017/6/27,贵州茅台,1256197800,,0,1256197800,1256197800
2017/6/28,贵州茅台,1256197800,,0,1256197800,1256197800
2017/6/29,贵州茅台,1256197800,,0,1256197800,1256197800
2017/6/30,贵州茅台,1256197800,,0,1256197800,1256197800
2017/7/3,贵州茅台,1256197800,,0,1256197800,1256197800
2017/7/4,贵州茅台,1256197800,,0,1256197800,1256197800
2017/7/5,贵州茅台,1256197800,,0,1256197800,1256197800
2017/7/6,贵州茅台,1256197800,,0,1256197800,1256197800
2017/7/7,贵州茅台,1256197800,,0,1256197800,1256197800
2017/7/10,贵州茅台,1256197800,,0,1256197800,1256197800
2017/7/11,贵州茅台,1256197800,,0,1256197800,1256197800
2017/7/12,贵州茅台,1256197800,,0,1256197800,1256197800
2017/7/13,贵州茅台,1256197800,,0,1256197800,1256197800
2017/7/14,贵州茅台,1256197800,,0,1256197800,1256197800
2017/7/17,贵州茅台,1256197800,,0,1256197800,1256197800
2017/7/18,贵州茅台,1256197800,,0,1256197800,1256197800
2017/7/19,贵州茅台,1256197800,,0,1256197800,1256197800
2017/7/20,贵州茅台,1256197800,,0,1256197800,1256197800
2017/7/21,贵州茅台,1256197800,,0,1256197800,1256197800
2017/7/24,贵州茅台,1256197800,,0,1256197800,1256197800
2017/7/25,贵州茅台,1256197800,,0,1256197800,1256197800
2017/7/26,贵州茅台,1256197800,,0,1256197800,1256197800
2017/7/27,贵州茅台,1256197800,,0,1256197800,1256197800
2017/7/28,贵州茅台,1256197800,,0,1256197800,1256197800
2017/7/31,贵州茅台,1256197800,,0,1256197800,1256197800
2017/8/1,贵州茅台,1256197800,,0,1256197800,1256197800
2017/8/2,贵州茅台,1256197800,,0,1256197800,1256197800
2017/8/3,贵州茅台,1256197800,,0,1256197800,1256197800
2017/8/4,贵州茅台,1256197800,,0,1256197800,1256197800
2017/8/7,贵州茅台,1256197800,,0,1256197800,1256197800
2017/8/8,贵州茅台,1256197800,,0,1256197800,1256197800
2017/8/9,贵州茅台,1256197800,,0,1256197800,1256197800
2017/8/10,贵州茅台,1256197800,,0,1256197800,1256197800
2017/8/11,贵州茅台,1256197800,,0,1256197800,1256197800
2017/8/14,贵州茅台,1256197800,,0,1256197800,1256197800
2017/8/15,贵州茅台,1256197800,,0,1256197800,1256197800
2017/8/16,贵州茅台,1256197800,,0,1256197800,1256197800
2017/8/17,贵州茅台,1256197800,,0,1256197800,1256197800
2017/8/18,贵州茅台,1256197800,,0,1256197800,1256197800
2017/8/21,贵州茅台,1256197800,,0,1256197800,1256197800
2017/8/22,贵州茅台,1256197800,,0,1256197800,1256197800
2017/8/23,贵州茅台,1256197800,,0,1256197800,1256197800
2017/8/24,贵州茅台,1256197800,,0,1256197800,1256197800
2017/8/25,贵州茅台,1256197800,,0,1256197800,1256197800
2017/8/28,贵州茅台,1256197800,,0,1256197800,1256197800
2017/8/29,贵州茅台,1256197800,,0,1256197800,1256197800
2017/8/30,贵州茅台,1256197800,,0,1256197800,1256197800
2017/8/31,贵州茅台,1256197800,,0,1256197800,1256197800
2017/9/1,贵州茅台,1256197800,,0,1256197800,1256197800
2017/9/4,贵州茅台,1256197800,,0,1256197800,1256197800
2017/9/5,贵州茅台,1256197800,,0,1256197800,1256197800
2017/9/6,贵州茅台,1256197800,,0,1256197800,1256197800
2017/9/7,贵州茅台,1256197800,,0,1256197800,1256197800
2017/9/8,贵州茅台,1256197800,,0,1256197800,1256197800
2017/9/11,贵州茅台,1256197800,,0,1256197800,1256197800
2017/9/12,贵州茅台,1256197800,,0,1256197800,1256197800
2017/9/13,贵州茅台,1256197800,,0,1256197800,1256197800
2017/9/14,贵州茅台,1256197800,,0,1256197800,1256197800
2017/9/15,贵州茅台,1256197800,,0,1256197800,1256197800
2017/9/18,贵州茅台,1256197800,,0,1256197800,1256197800
2017/9/19,贵州茅台,1256197800,,0,1256197800,1256197800
2017/9/20,贵州茅台,1256197800,,0,1256197800,1256197800
2017/9/21,贵州茅台,1256197800,,0,1256197800,1256197800
2017/9/22,贵州茅台,1256197800,,0,1256197800,1256197800
2017/9/25,贵州茅台,1256197800,,0,1256197800,1256197800
2017/9/26,贵州茅台,1256197800,,0,1256197800,1256197800
2017/9/27,贵州茅台,1256197800,,0,1256197800,1256197800
2017/9/28,贵州茅台,1256197800,,0,1256197800,1256197800
2017/9/29,贵州茅台,1256197800,,0,1256197800,1256197800
2017/10/9,贵州茅台,1256197800,,0,1256197800,1256197800
2017/10/10,贵州茅台,1256197800,,0,1256197800,1256197800
2017/10/11,贵州茅台,1256197800,,0,1256197800,1256197800
2017/10/12,贵州茅台,1256197800,,0,1256197800,1256197800
2017/10/13,贵州茅台,1256197800,,0,1256197800,1256197800
2017/10/16,贵州茅台,1256197800,,0,1256197800,1256197800
2017/10/17,贵州茅台,1256197800,,0,1256197800,1256197800
2017/10/18,贵州茅台,1256197800,,0,1256197800,1256197800
2017/10/19,贵州茅台,1256197800,,0,1256197800,1256197800
2017/10/20,贵州茅台,1256197800,,0,1256197800,1256197800
2017/10/23,贵州茅台,1256197800,,0,1256197800,1256197800
2017/10/24,贵州茅台,1256197800,,0,1256197800,1256197800
2017/10/25,贵州茅台,1256197800,,0,1256197800,1256197800
2017/10/26,贵州茅台,1256197800,,0,1256197800,1256197800
2017/10/27,贵州茅台,1256197800,,0,1256197800,1256197800
2017/10/30,贵州茅台,1256197800,,0,1256197800,1256197800
2017/10/31,贵州茅台,1256197800,,0,1256197800,1256197800
2017/11/1,贵州茅台,1256197800,,0,1256197800,1256197800
2017/11/2,贵州茅台,1256197800,,0,1256197800,1256197800
2017/11/3,贵州茅台,1256197800,,0,1256197800,1256197800
