date,name,today,week,month,three_month,six_month,year,current_year,total
2016/2/23,东兴证券,10.0396,12.4874,9.8938,14.3044,12.3123,,11.5492,12.5605
2016/2/24,东兴证券,8.8999,11.3999,9.8385,14.1142,12.3311,,11.469,12.545
2016/2/25,东兴证券,11.3736,10.9843,10.0546,14.0088,12.3748,,11.4662,12.54
2016/2/26,东兴证券,4.3808,10.0556,9.6921,13.7507,12.3352,12.5584,11.2637,12.5058
2016/2/29,东兴证券,4.7627,7.8913,9.0304,13.4631,12.3286,12.5784,11.0831,12.4734
2016/3/1,东兴证券,6.2633,7.1361,8.9042,13.1249,12.3408,12.5519,10.9529,12.4475
2016/3/2,东兴证券,7.027,6.7615,8.9017,12.8435,12.3389,12.5814,10.8496,12.425
2016/3/3,东兴证券,5.6004,5.6068,8.9425,12.6315,12.2793,12.6047,10.715,12.3968
2016/3/4,东兴证券,6.7057,6.0718,8.9057,12.5436,12.2304,12.6321,10.6147,12.3734
2016/3/7,东兴证券,5.5629,6.2319,8.8786,12.4885,12.227,12.7,10.4915,12.3455
2016/3/8,东兴证券,4.7828,5.9358,8.6376,12.4103,12.2039,12.6667,10.3556,12.3146
2016/3/9,东兴证券,5.3567,5.6017,8.4554,12.3747,12.12,12.459,10.2393,12.2863
2016/3/10,东兴证券,3.4448,5.1706,8.1916,12.0114,12.0793,12.3569,10.0849,12.2505
2016/3/11,东兴证券,7.1182,5.2531,8.138,11.6852,12.0956,12.3016,10.019,12.2298
2016/3/14,东兴证券,8.4553,5.8316,8.1531,11.4086,12.0755,12.2124,9.985,12.2147
2016/3/15,东兴证券,4.781,5.8312,8.1642,10.9781,12.0604,12.1812,9.8743,12.1849
2016/3/16,东兴证券,3.7912,5.5181,7.6544,10.647,12.0174,12.0428,9.7475,12.1515
2016/3/17,东兴证券,9.3872,6.7066,7.4187,10.3791,12.0163,11.9342,9.7402,12.1405
2016/3/18,东兴证券,11.2204,7.527,7.3125,10.2814,12.0716,11.8822,9.7698,12.1369
2016/3/21,东兴证券,6.1843,7.0728,7.1772,10.1229,12.0686,11.7461,9.6995,12.1134
2016/3/22,东兴证券,15.0696,9.1305,7.1527,10.157,12.1031,11.76,9.8028,12.125
2016/3/23,东兴证券,12.4509,10.8625,7.2676,9.9928,12.1538,11.7319,9.8527,12.1263
2016/3/24,东兴证券,11.2123,11.2275,7.3777,9.9002,12.206,11.7034,9.8779,12.1228
2016/3/25,东兴证券,6.3296,10.2494,7.1375,9.8643,12.2129,11.6817,9.8134,12.1003
2016/3/28,东兴证券,5.3952,10.0916,7.1858,9.7874,12.2291,11.6159,9.7345,12.0744
2016/3/29,东兴证券,8.3944,8.7565,7.3587,9.7214,12.2522,11.6023,9.711,12.0603
2016/3/30,东兴证券,9.8297,8.2323,7.471,9.7042,12.2886,11.5807,9.713,12.0517
2016/3/31,东兴证券,10.2185,8.0335,7.5905,9.7216,12.2706,11.515,9.7216,12.0447
2016/4/1,东兴证券,6.0997,7.9875,7.5834,9.6612,12.2174,11.4589,9.6612,12.0221
2016/4/5,东兴证券,7.8406,8.4971,7.7584,9.6208,12.18,11.4042,9.6314,12.0063
2016/4/6,东兴证券,5.4477,7.4016,7.6533,9.5161,12.1229,11.3792,9.5639,11.9815
2016/4/7,东兴证券,6.1246,6.3782,7.6789,9.5662,12.0725,11.2967,9.5093,11.9595
2016/4/8,东兴证券,6.3638,6.4442,7.7507,9.329,12.0561,11.2336,9.4602,11.9385
2016/4/11,东兴证券,11.9777,7.5509,8.3287,9.2485,12.0774,11.1051,9.4989,11.9387
2016/4/12,东兴证券,6.3843,7.2596,8.2361,9.0532,12.0233,11.0853,9.4517,11.918
2016/4/13,东兴证券,13.1479,8.7997,8.4594,8.946,12.0789,11.0669,9.5069,11.9226
2016/4/14,东兴证券,7.5542,9.0856,8.4184,8.7835,12.072,11.0375,9.4782,11.9065
2016/4/15,东兴证券,6.1637,9.0456,8.4813,8.6456,12.0647,11.0182,9.4301,11.8854
2016/4/18,东兴证券,5.9174,7.8335,8.4053,8.573,12.0183,10.9988,9.3799,11.8635
2016/4/19,东兴证券,6.0374,7.7641,8.2926,8.4127,11.9663,10.9779,9.3329,11.8422
2016/4/20,东兴证券,9.0409,6.9427,8.3266,8.3686,11.979,10.9645,9.3288,11.8321
2016/4/21,东兴证券,5.5129,6.5345,8.2961,8.2513,11.9395,10.9172,9.2765,11.8092
2016/4/22,东兴证券,4.6553,6.2328,7.8227,8.1434,11.9049,10.8496,9.2141,11.7833
2016/4/25,东兴证券,3.9037,5.83,7.3005,8.0827,11.8677,10.8094,9.1433,11.755
2016/4/26,东兴证券,4.593,5.5412,7.1716,7.9757,11.8139,10.7832,9.0834,11.7293
2016/4/27,东兴证券,3.5121,4.4354,7.0052,7.8631,11.7858,10.7619,9.0111,11.7
2016/4/28,东兴证券,5.6883,4.4705,7.0185,7.7681,11.7869,10.7429,8.9685,11.6786
2016/4/29,东兴证券,3.5473,4.2489,6.7982,7.6031,11.7779,10.7284,8.8998,11.6497
2016/5/3,东兴证券,6.9981,4.9365,6.5206,7.6365,11.8448,10.7256,8.8761,11.6333
2016/5/4,东兴证券,4.2691,5.1257,6.4133,7.5834,11.7788,10.7141,8.8192,11.6074
2016/5/5,东兴证券,3.4079,4.5556,6.2023,7.538,11.7659,10.6966,8.7532,11.5786
2016/5/6,东兴证券,6.7888,5.366,6.2661,7.5251,11.6666,10.6975,8.7295,11.5619
2016/5/9,东兴证券,5.1436,5.3215,6.2122,7.4847,11.6851,10.7153,8.6868,11.5395
2016/5/10,东兴证券,2.9975,4.5214,6.0591,7.4099,11.3742,10.6829,8.6199,11.5098
2016/5/11,东兴证券,3.0846,4.2845,5.6356,7.339,11.304,10.6567,8.5555,11.4807
2016/5/12,东兴证券,3.6875,4.3404,5.5072,7.2801,11.24,10.6182,8.4996,11.4538
2016/5/13,东兴证券,2.7552,3.5337,5.0123,7.2083,11.1693,10.5949,8.4343,11.4239
2016/5/16,东兴证券,2.6085,3.0267,4.7075,7.0595,11.0985,10.5979,8.3689,11.3937
2016/5/17,东兴证券,4.3203,3.2912,4.689,6.8979,11.0429,10.5716,8.3239,11.3696
2016/5/18,东兴证券,4.215,3.5173,4.608,6.749,10.7491,10.5639,8.2787,11.3453
2016/5/19,东兴证券,2.95,3.3698,4.4609,6.651,10.5406,10.4865,8.2208,11.3168
2016/5/20,东兴证券,3.4987,3.5185,4.197,6.601,10.4044,10.4287,8.17,11.2904
2016/5/23,东兴证券,6.3303,4.2628,4.215,6.3962,10.2855,10.3394,8.1504,11.2737
2016/5/24,东兴证券,3.3431,4.0674,4.1735,6.3066,10.1464,10.31,8.0998,11.2471
2016/5/25,东兴证券,4.1091,4.0462,4.1832,6.1894,10.035,10.2139,8.0583,11.2232
2016/5/26,东兴证券,3.4392,4.1441,4.1283,6.1743,9.9004,10.1379,8.0107,11.1972
2016/5/27,东兴证券,2.6364,3.9716,4.0866,6.1181,9.7415,10.0837,7.9558,11.1688
2016/5/30,东兴证券,2.7556,3.2567,3.9669,6.0862,9.5617,9.9627,7.9033,11.1409
2016/5/31,东兴证券,12.1598,5.02,4.3571,6.1811,9.5829,9.9719,7.9459,11.1443
2016/6/1,东兴证券,10.2937,6.2569,4.6269,6.2441,9.5446,9.9325,7.9691,11.1415
2016/6/2,东兴证券,6.1319,6.7955,4.6923,6.2301,9.4024,9.9007,7.9511,11.1251
2016/6/3,东兴证券,7.8062,7.8294,4.7275,6.2646,9.3187,9.8894,7.9497,11.1142
2016/6/6,东兴证券,3.5724,7.9928,4.659,6.2156,9.251,9.8527,7.9076,11.0897
2016/6/7,东兴证券,3.652,6.2912,4.6132,6.1858,9.2091,9.8268,7.8671,11.0655
2016/6/8,东兴证券,4.6304,5.1585,4.614,6.1834,9.1703,9.8051,7.8365,11.0447
2016/6/13,东兴证券,4.4055,4.2293,4.8873,6.1971,8.8731,9.7763,7.8045,11.0233
2016/6/14,东兴证券,3.6292,4.2217,4.8244,6.1193,8.6984,9.7506,7.7658,10.9995
2016/6/15,东兴证券,3.7874,3.9407,4.775,6.1033,8.4803,9.7372,7.7293,10.9764
2016/6/16,东兴证券,2.4816,3.5759,4.7689,6.0822,8.308,9.7192,7.6816,10.9493
2016/6/17,东兴证券,2.8054,3.4218,4.6968,5.976,8.123,9.7064,7.6377,10.9233
2016/6/20,东兴证券,2.0182,2.9444,4.7362,5.8276,7.9993,9.7061,7.5875,10.895
2016/6/21,东兴证券,7.1635,3.6512,4.8575,5.8434,7.9301,9.6954,7.5837,10.8832
2016/6/22,东兴证券,3.8101,3.6558,4.8077,5.6618,7.8536,9.6709,7.5506,10.8609
2016/6/23,东兴证券,3.1917,3.7978,4.6582,5.5124,7.6971,9.6581,7.5127,10.8368
2016/6/24,东兴证券,4.1639,4.0695,4.6973,5.3987,7.5937,9.6422,7.4839,10.8159
2016/6/27,东兴证券,3.6175,4.3893,4.8461,5.355,7.5538,9.6273,7.4508,10.7934
2016/6/28,东兴证券,6.4433,4.2453,4.926,5.3719,7.5249,9.614,7.4423,10.7798
2016/6/29,东兴证券,6.4139,4.7661,4.9968,5.3399,7.4764,9.6001,7.4336,10.7663
2016/6/30,东兴证券,4.1332,4.9544,5.0624,5.2481,7.4209,9.5746,7.4061,10.7458
2016/7/1,东兴证券,4.0698,4.9355,4.3963,5.1333,7.3786,9.5574,7.3786,10.7251
2016/7/4,东兴证券,6.7224,5.5565,4.248,5.1589,7.3666,9.5515,7.3732,10.7128
2016/7/5,东兴证券,3.9279,5.0535,4.232,5.0958,7.3022,9.5281,7.3452,10.692
2016/7/6,东兴证券,2.6881,4.3083,4.1877,5.0513,7.2284,9.4934,7.3076,10.6675
2016/7/7,东兴证券,4.1319,4.308,4.2117,5.0192,7.2363,9.476,7.2822,10.6476
2016/7/8,东兴证券,3.6034,4.2147,4.1604,4.9747,7.0978,9.4883,7.253,10.6262
2016/7/11,东兴证券,4.189,3.7081,4.1618,4.849,6.9942,9.3928,7.2289,10.6067
2016/7/12,东兴证券,6.2198,4.1664,4.2553,4.8464,6.8977,9.3796,7.221,10.5934
2016/7/13,东兴证券,7.333,5.0954,4.3884,4.7526,6.7973,9.3333,7.2219,10.5836
2016/7/14,东兴证券,3.0956,4.8882,4.3641,4.6807,6.6812,9.2871,7.1901,10.5611
2016/7/15,东兴证券,2.631,4.6937,4.3116,4.6237,6.5848,9.2537,7.1553,10.5374
2016/7/18,东兴证券,2.9659,4.4491,4.4063,4.5761,6.525,9.239,7.1236,10.5148
2016/7/19,东兴证券,2.7028,3.7457,4.3289,4.5223,6.4193,9.2118,7.0904,10.4915
2016/7/20,东兴证券,1.7785,2.6348,4.318,4.4052,6.3378,9.1862,7.0507,10.4657
2016/7/21,东兴证券,2.6325,2.5421,4.1121,4.3587,6.2567,9.1498,7.018,10.4425
2016/7/22,东兴证券,2.2837,2.4727,4.0427,4.3205,6.1845,9.1281,6.9832,10.4184
2016/7/25,东兴证券,1.4988,2.1793,3.9563,4.2817,6.1351,9.0565,6.9431,10.3922
2016/7/26,东兴证券,1.7862,1.9959,3.8577,4.2364,6.0597,9.0263,6.9058,10.367
2016/7/27,东兴证券,4.3305,2.5063,3.8901,4.2496,6.0116,9.0066,6.8872,10.3493
2016/7/28,东兴证券,2.5024,2.4803,3.7109,4.1982,5.9389,8.9525,6.8559,10.3264
2016/7/29,东兴证券,2.0623,2.4361,3.5131,4.1743,5.8462,8.9246,6.8219,10.3024
2016/8/1,东兴证券,2.0213,2.5406,3.3861,4.1401,5.7944,8.9187,6.7881,10.2784
2016/8/2,东兴证券,1.2884,2.441,3.2907,4.0955,5.7467,8.8869,6.7497,10.2524
2016/8/3,东兴证券,1.1791,1.8107,3.1989,4.0046,5.7155,8.8687,6.711,10.2263
2016/8/4,东兴证券,1.2897,1.5682,2.9627,3.9581,5.6659,8.8493,6.6736,10.2006
2016/8/5,东兴证券,2.0161,1.5589,2.8796,3.9363,5.633,8.8376,6.6417,10.1772
2016/8/8,东兴证券,1.5469,1.464,2.7311,3.8544,5.5995,8.8451,6.607,10.1525
2016/8/9,东兴证券,2.1207,1.6305,2.7034,3.8072,5.5712,8.8171,6.5767,10.1296
2016/8/10,东兴证券,2.1766,1.83,2.6805,3.7944,5.5438,8.7832,6.5472,10.107
2016/8/11,东兴证券,2.9071,2.1535,2.6247,3.7916,5.5227,8.7291,6.5229,10.0866
2016/8/12,东兴证券,3.16,2.3823,2.4917,3.7833,5.504,8.6918,6.5006,10.0671
2016/8/15,东兴证券,8.2955,3.732,2.5021,3.8699,5.5337,8.6643,6.5125,10.0621
2016/8/16,东兴证券,3.8679,4.0814,2.5642,3.8896,5.4494,8.6443,6.4952,10.0447
2016/8/17,东兴证券,3.2713,4.3004,2.595,3.8732,5.3616,8.6149,6.4742,10.0257
2016/8/18,东兴证券,2.2161,4.1622,2.5624,3.842,5.2724,8.5634,6.4468,10.0039
2016/8/19,东兴证券,1.6698,3.8641,2.5175,3.822,5.214,8.5315,6.4161,9.9807
2016/8/22,东兴证券,1.3878,2.4826,2.5045,3.789,5.1013,8.5202,6.3841,9.9568
2016/8/23,东兴证券,1.3028,1.9695,2.4499,3.7104,5.032,8.4902,6.352,9.9328
2016/8/24,东兴证券,1.0466,1.5246,2.3889,3.6745,4.9697,8.4664,6.3186,9.9083
2016/8/25,东兴证券,1.7478,1.4309,2.3997,3.6376,4.8933,8.447,6.29,9.8858
2016/8/26,东兴证券,1.2265,1.3423,2.3754,3.6031,4.8683,8.4151,6.2586,9.862
2016/8/29,东兴证券,1.1446,1.2937,2.2325,3.5798,4.8395,8.3804,6.227,9.8381
2016/8/30,东兴证券,1.0817,1.2495,2.1802,3.5536,4.8099,8.35,6.1954,9.8142
2016/8/31,东兴证券,1.7769,1.3955,2.1627,3.3914,4.7863,8.3254,6.1685,9.7923
2016/9/1,东兴证券,1.4286,1.3317,2.1369,3.2529,4.7485,8.2915,6.1398,9.7696
2016/9/2,东兴证券,1.6498,1.4163,2.1526,3.1828,4.7065,8.2683,6.1127,9.7476
2016/9/5,东兴证券,1.4013,1.4677,2.2108,3.0827,4.6577,8.2398,6.0845,9.725
2016/9/6,东兴证券,1.9563,1.6426,2.1992,3.0575,4.6366,8.2138,6.0599,9.7041
2016/9/7,东兴证券,1.6923,1.6257,2.1772,3.0269,4.6063,8.1962,6.0341,9.6825
2016/9/8,东兴证券,1.1203,1.564,2.1586,2.972,4.5777,8.1702,6.0052,9.6596
2016/9/9,东兴证券,1.1748,1.469,2.1175,2.9444,4.545,8.1134,5.9769,9.6369
2016/9/12,东兴证券,2.1055,1.6098,2.0269,2.9317,4.5142,8.1004,5.9544,9.6168
2016/9/13,东兴证券,1.1122,1.441,1.9853,2.8818,4.4877,8.0716,5.9264,9.5942
2016/9/14,东兴证券,1.1096,1.3245,1.9472,2.8436,4.4303,8.0317,5.8988,9.5717
2016/9/19,东兴证券,0.676,0.9659,1.3759,2.8012,4.3086,8.0114,5.8689,9.5482
2016/9/20,东兴证券,0.6278,0.8045,1.3385,2.7795,4.2793,7.9807,5.8391,9.5246
2016/9/21,东兴证券,1.1721,0.8253,1.3305,2.6859,4.2396,7.9584,5.8128,9.5026
2016/9/22,东兴证券,0.8608,0.8342,1.3054,2.6398,4.1268,7.9156,5.7849,9.48
2016/9/23,东兴证券,0.7408,0.8155,1.2787,2.6015,4.0339,7.8908,5.7568,9.4571
2016/9/26,东兴证券,1.4072,0.9617,1.2757,2.5584,3.9371,7.8845,5.7326,9.4361
2016/9/27,东兴证券,0.9621,1.0286,1.26,2.517,3.9134,7.8557,5.7062,9.414
2016/9/28,东兴证券,0.5757,0.9093,1.2275,2.4253,3.8752,7.8433,5.6781,9.391
2016/9/29,东兴证券,1.311,0.9994,1.2354,2.3455,3.819,7.8247,5.6542,9.3701
2016/9/30,东兴证券,0.6696,0.9851,1.2157,2.2914,3.7463,7.8039,5.6271,9.3476
2016/10/10,东兴证券,1.1489,1.1489,1.0342,2.0789,3.5627,7.767,5.6029,9.3265
2016/10/11,东兴证券,2.8343,1.9916,1.1542,2.056,3.4871,7.7465,5.588,9.3098
2016/10/12,东兴证券,1.5252,1.8361,1.1156,1.9764,3.447,7.6994,5.5663,9.2898
2016/10/13,东兴证券,4.8785,2.5967,1.3666,1.9348,3.3786,7.6925,5.5626,9.2786
2016/10/14,东兴证券,3.2755,2.7325,1.511,1.9378,3.3433,7.6713,5.5505,9.2632
2016/10/17,东兴证券,3.0226,3.1072,1.6055,1.9445,3.3173,7.6387,5.5372,9.2474
2016/10/18,东兴证券,4.849,3.5102,1.7963,1.9764,3.3085,7.6271,5.5336,9.2362
2016/10/19,东兴证券,2.8289,3.7709,1.9229,1.9785,3.282,7.5879,5.5195,9.22
2016/10/20,东兴证券,2.6978,3.3348,2.0447,1.9941,3.2295,7.5678,5.5049,9.2035
2016/10/21,东兴证券,4.8008,3.6398,2.2582,2.0309,3.2236,7.5453,5.5013,9.1924
2016/10/24,东兴证券,7.6253,4.5604,2.7758,2.1214,3.2482,7.5372,5.5122,9.1885
2016/10/25,东兴证券,3.4827,4.2871,2.8174,2.155,3.2447,7.5203,5.5018,9.1742
2016/10/26,东兴证券,3.2224,4.3658,2.9241,2.1794,3.2334,7.4879,5.4902,9.1593
2016/10/27,东兴证券,2.205,4.2672,2.9972,2.1433,3.2226,7.4685,5.4737,9.142
2016/10/28,东兴证券,4.2957,4.1662,3.2161,2.1737,3.2111,7.4632,5.4677,9.1299
2016/10/31,东兴证券,1.7173,2.9846,3.4006,2.1679,3.1959,7.4373,5.449,9.1115
2016/11/1,东兴证券,3.4567,2.9794,3.4039,2.1922,3.1981,7.4207,5.4391,9.0975
2016/11/2,东兴证券,2.6664,2.8682,3.3629,2.2156,3.1938,7.4026,5.4253,9.0816
2016/11/3,东兴证券,5.2767,3.4826,3.4637,2.285,3.1798,7.404,5.4246,9.0723
2016/11/4,东兴证券,2.95,3.2134,3.438,2.3132,3.169,7.3663,5.4125,9.0572
2016/11/7,东兴证券,2.1919,3.3083,3.3786,2.3161,3.1294,7.3087,5.3968,9.0404
2016/11/8,东兴证券,2.7621,3.1694,3.3506,2.3367,3.1264,7.2897,5.384,9.025
2016/11/9,东兴证券,2.862,3.2085,3.3294,2.3493,3.1079,7.2892,5.3718,9.01
2016/11/10,东兴证券,4.0738,2.968,3.4566,2.3815,3.1166,7.1422,5.3656,8.998
2016/11/11,东兴证券,7.6667,3.9113,3.6667,2.4621,3.1539,7.1444,5.3766,8.9948
2016/11/14,东兴证券,6.4831,4.7696,3.8637,2.5185,3.1801,7.1416,5.3818,8.9887
2016/11/15,东兴证券,3.4473,4.9066,3.8447,2.4363,3.1822,7.1264,5.3727,8.9753
2016/11/16,东兴证券,3.1055,4.9553,3.8126,2.4234,3.1863,7.11,5.362,8.9612
2016/11/17,东兴证券,2.6481,4.6701,3.7963,2.4128,3.1727,7.0917,5.3492,8.946
2016/11/18,东兴证券,2.8464,3.7061,3.7092,2.4235,3.1615,6.9399,5.3375,8.9314
2016/11/21,东兴证券,1.991,2.8077,3.6655,2.4289,3.1509,6.7776,5.322,8.9148
2016/11/22,东兴证券,2.5154,2.6213,3.6133,2.448,3.1458,6.7603,5.309,8.8995
2016/11/23,东兴证券,2.2442,2.449,3.5537,2.464,3.1125,6.6844,5.2949,8.8836
2016/11/24,东兴证券,4.4769,2.8148,3.4168,2.5221,3.1218,6.6197,5.2911,8.8732
2016/11/25,东兴证券,2.259,2.6973,3.3636,2.5308,3.1067,6.5567,5.2773,8.8575
2016/11/28,东兴证券,2.2171,2.7425,3.3266,2.5476,3.1006,6.421,5.2634,8.8418
2016/11/29,东兴证券,2.5405,2.7475,3.2908,2.5712,3.096,6.4052,5.251,8.8269
2016/11/30,东兴证券,1.9527,2.6892,3.2327,2.586,3.0895,6.3124,5.2362,8.8108
2016/12/1,东兴证券,1.8348,2.1608,3.2278,2.607,2.9458,6.2587,5.2209,8.7944
2016/12/2,东兴证券,2.2326,2.1555,3.2081,2.617,2.9138,6.1714,5.2076,8.779
2016/12/5,东兴证券,2.3302,2.1782,3.0801,2.633,2.8689,6.0833,5.1948,8.7639
2016/12/6,东兴证券,1.6104,1.9921,3.0133,2.6271,2.8529,6.065,5.1789,8.7473
2016/12/7,东兴证券,1.4885,1.8993,2.9813,2.6235,2.8351,6.0351,5.1627,8.7304
2016/12/8,东兴证券,1.1439,1.7611,2.9077,2.624,2.8066,6.0014,5.145,8.7128
2016/12/9,东兴证券,1.4271,1.6,2.8425,2.6283,2.7953,5.9768,5.1288,8.6959
2016/12/12,东兴证券,2.8039,1.6948,2.5523,2.6403,2.7954,5.8028,5.1187,8.6823
2016/12/13,东兴证券,1.3162,1.6359,2.4961,2.6439,2.7705,5.7844,5.1022,8.6653
2016/12/14,东兴证券,1.8288,1.704,2.2846,2.6563,2.756,5.6908,5.0881,8.6496
2016/12/15,东兴证券,1.8275,1.8407,2.2109,2.6422,2.7402,5.5751,5.0741,8.634
2016/12/16,东兴证券,1.5856,1.8724,2.1419,2.6246,2.7329,5.4863,5.0592,8.6179
2016/12/19,东兴证券,1.3175,1.5751,2.045,2.6353,2.7209,5.3414,5.0433,8.6012
2016/12/20,东兴证券,1.3814,1.5882,2.0148,2.6479,2.7158,5.3252,5.0278,8.5847
2016/12/21,东兴证券,1.3924,1.5009,1.9876,2.6515,2.6693,5.2675,5.0125,8.5684
2016/12/22,东兴证券,0.9481,1.325,1.9163,2.653,2.6462,5.218,4.9954,8.5511
2016/12/23,东兴证券,1.4099,1.2899,1.8784,2.6641,2.6318,5.1334,4.9804,8.535
2016/12/26,东兴证券,1.4792,1.3222,1.7175,2.6653,2.6102,5.0576,4.9658,8.519
2016/12/27,东兴证券,0.9629,1.2385,1.6832,2.6653,2.5888,5.0409,4.9492,8.502
2016/12/28,东兴证券,0.6083,1.0817,1.6101,2.6659,2.5417,5.0028,4.9312,8.4843
2016/12/29,东兴证券,1.0808,1.1082,1.5438,2.6621,2.4987,4.9571,4.9154,8.4677
2016/12/30,东兴证券,0.9437,1.015,1.4979,2.6666,2.473,4.9166,4.8991,8.4508
2017/1/3,东兴证券,1.1927,0.9563,1.4323,2.6425,2.4498,4.884,1.1927,8.4346
2017/1/4,东兴证券,1.0335,1.0627,1.4142,2.6165,2.4039,4.8548,1.1131,8.4182
2017/1/5,东兴证券,0.787,0.9892,1.3441,2.5875,2.3786,4.8102,1.0044,8.4012
2017/1/6,东兴证券,1.1645,1.0444,1.3238,2.5652,2.3663,4.7676,1.0444,8.3852
2017/1/9,东兴证券,0.771,0.9897,1.2917,2.5376,2.3289,4.6938,0.9897,8.3683
2017/1/10,东兴证券,0.8818,0.9276,1.2722,2.5335,2.3172,4.6783,0.9717,8.3518
2017/1/11,东兴证券,0.7648,0.8738,1.2492,2.5017,2.2896,4.6131,0.9422,8.3351
2017/1/12,东兴证券,0.8128,0.879,1.1587,2.4907,2.246,4.5433,0.926,8.3185
2017/1/13,东兴证券,1.1633,0.8787,1.1517,2.4336,2.1962,4.4686,0.9524,8.3028
2017/1/16,东兴证券,2.5348,1.2315,1.1315,2.4222,2.1881,4.3685,1.1106,8.2902
2017/1/17,东兴证券,0.833,1.2217,1.1173,2.3885,2.1772,4.354,1.0854,8.2739
2017/1/18,东兴证券,0.5707,1.1829,1.0925,2.3227,2.1579,4.3147,1.0425,8.2572
2017/1/19,东兴证券,0.6101,1.1424,1.0603,2.2885,2.141,4.254,1.0092,8.2405
2017/1/20,东兴证券,0.6875,1.0472,1.0288,2.2576,2.1322,4.2092,0.9862,8.2241
2017/1/23,东兴证券,0.5941,0.6591,0.9738,2.1929,2.1144,4.1328,0.9601,8.2076
2017/1/24,东兴证券,0.5266,0.5978,0.9525,2.0837,2.1016,4.1181,0.933,8.191
2017/1/25,东兴证券,0.4417,0.572,0.9293,2.0369,2.0931,4.0893,0.9041,8.1743
2017/1/26,东兴证券,0.6298,0.5759,0.8907,1.997,2.0838,4.0474,0.8889,8.1581
2017/2/3,东兴证券,0.3962,0.3962,0.8446,1.8431,2.0622,3.9041,0.8629,8.1415
2017/2/6,东兴证券,0.5555,0.4759,0.7983,1.8031,2.0563,3.8671,0.8476,8.1252
2017/2/7,东兴证券,0.8602,0.604,0.802,1.781,2.0463,3.8546,0.8482,8.1097
2017/2/8,东兴证券,1.9063,0.9296,0.8633,1.7667,2.0493,3.8465,0.8963,8.0965
2017/2/9,东兴证券,1.2415,0.992,0.8895,1.7397,2.0419,3.8357,0.9113,8.0819
2017/2/10,东兴证券,1.8073,1.2742,0.9409,1.7019,2.0388,3.8274,0.9486,8.0686
2017/2/13,东兴证券,1.602,1.4835,0.9873,1.6008,2.0183,3.8183,0.9747,8.0549
2017/2/14,东兴证券,1.2371,1.5589,1.002,1.5134,2.0117,3.8077,0.9848,8.0404
2017/2/15,东兴证券,1.3792,1.4534,1.023,1.4789,1.9536,3.7948,0.9994,8.0264
2017/2/16,东兴证券,1.6394,1.533,0.9732,1.4545,1.9349,3.7423,1.0223,8.0129
2017/2/17,东兴证券,4.4061,2.0528,1.1717,1.4838,1.9444,3.7018,1.139,8.0054
2017/2/20,东兴证券,1.7423,2.0808,1.3103,1.4654,1.9427,3.632,1.1591,7.9922
2017/2/21,东兴证券,1.811,2.1956,1.3398,1.4624,1.9416,3.6246,1.1801,7.9793
2017/2/22,东兴证券,1.1808,2.1559,1.331,1.4401,1.9399,3.5658,1.1801,7.9651
2017/2/23,东兴证券,1.1216,2.0523,1.3603,1.4214,1.9383,3.5294,1.1784,7.9509
2017/2/24,东兴证券,0.852,1.3415,1.3783,1.361,1.9367,3.4965,1.1688,7.9361
2017/2/27,东兴证券,0.9223,1.1775,1.4506,1.3387,1.9357,3.4501,1.1617,7.9215
2017/2/28,东兴证券,0.7252,0.9604,1.4103,1.3139,1.9255,3.4389,1.1496,7.9066
2017/3/1,东兴证券,1.0231,0.9289,1.39,1.2677,1.9373,3.412,1.1462,7.8924
2017/3/2,东兴证券,1.7459,1.0537,1.4078,1.2593,1.9382,3.3904,1.162,7.8798
2017/3/3,东兴证券,1.1058,1.1045,1.4432,1.2567,1.9311,3.372,1.1605,7.8658
2017/3/6,东兴证券,0.8757,1.0952,1.4593,1.2256,1.9263,3.3481,1.1534,7.8515
2017/3/7,东兴证券,0.989,1.1479,1.4657,1.2169,1.9202,3.3293,1.1494,7.8374
2017/3/8,东兴证券,0.6862,1.0805,1.4047,1.209,1.9165,3.3125,1.1384,7.8228
2017/3/9,东兴证券,1.048,0.941,1.395,1.2025,1.9154,3.2949,1.1363,7.8089
2017/3/10,东兴证券,0.5898,0.8378,1.3341,1.1921,1.9041,3.2832,1.1238,7.7942
2017/3/13,东兴证券,0.8886,0.8403,1.2985,1.157,1.9004,3.2577,1.1186,7.7802
2017/3/14,东兴证券,0.7,0.7825,1.2716,1.1375,1.8969,3.2259,1.1095,7.7658
2017/3/15,东兴证券,0.6544,0.7762,1.2354,1.1173,1.8863,3.209,1.0998,7.7515
2017/3/16,东兴证券,4.8448,1.5355,1.3956,1.1735,1.9113,3.2133,1.1779,7.7456
2017/3/17,东兴证券,2.9634,2.0102,1.3235,1.2038,1.9202,3.1869,1.2143,7.7359
2017/3/20,东兴证券,1.9047,2.2135,1.3316,1.2109,1.9415,3.1488,1.2281,7.7242
2017/3/21,东兴证券,1.4831,2.3701,1.3152,1.2124,1.9442,3.1295,1.2331,7.7117
2017/3/22,东兴证券,1.0805,2.4553,1.3102,1.2147,1.946,3.0722,1.2302,7.6984
2017/3/23,东兴证券,1.1741,1.7212,1.3128,1.2107,1.9497,3.026,1.2291,7.6853
2017/3/24,东兴证券,1.6424,1.457,1.3524,1.218,1.9471,2.9867,1.2368,7.6733
2017/3/27,东兴证券,1.2688,1.3298,1.3697,1.2187,1.9543,2.966,1.2373,7.6605
