date,name,today,week,month,three_month,six_month,year,current_year,total
2015/1/5,浦发银行,3.4415,3.1854,3.5419,2.4735,1.6225,1.1933,3.4415,0.9606
2015/1/6,浦发银行,3.4289,3.3374,3.5362,2.4886,1.6371,1.2042,3.4352,0.9613
2015/1/7,浦发银行,2.5848,3.1517,3.4909,2.4901,1.6556,1.2128,3.1517,0.9618
2015/1/8,浦发银行,2.2156,2.9177,3.3718,2.5098,1.6706,1.2198,2.9177,0.9621
2015/1/9,浦发银行,3.297,2.9935,3.2514,2.5476,1.6931,1.2303,2.9935,0.9628
2015/1/12,浦发银行,2.4646,2.7982,3.239,2.5722,1.7214,1.2379,2.9054,0.9632
2015/1/13,浦发银行,1.1955,2.3515,3.1368,2.5794,1.7172,1.241,2.6611,0.9632
2015/1/14,浦发银行,2.0708,2.2487,3.0861,2.6029,1.7311,1.2473,2.5873,0.9636
2015/1/15,浦发银行,2.2102,2.2476,3.0844,2.6234,1.7459,1.2543,2.5454,0.9639
2015/1/16,浦发银行,3.2182,2.2319,3.0977,2.6427,1.7687,1.2657,2.6127,0.9645
2015/1/19,浦发银行,4.1783,2.5746,3.0069,2.6911,1.8114,1.281,2.755,0.9654
2015/1/20,浦发银行,3.2113,2.9778,3.0171,2.7293,1.8227,1.2931,2.7931,0.9661
2015/1/21,浦发银行,3.2671,3.217,3.029,2.7693,1.8467,1.3052,2.8295,0.9667
2015/1/22,浦发银行,1.9751,3.17,2.9049,2.7906,1.8572,1.3108,2.7685,0.967
2015/1/23,浦发银行,2.1447,2.9553,2.8662,2.8117,1.8693,1.3179,2.7269,0.9673
2015/1/26,浦发银行,1.7997,2.4796,2.7899,2.8285,1.879,1.3234,2.669,0.9675
2015/1/27,浦发银行,2.3582,2.309,2.7683,2.8508,1.8829,1.3311,2.6507,0.9679
2015/1/28,浦发银行,1.623,1.9801,2.7138,2.8656,1.8789,1.3362,2.5936,0.9681
2015/1/29,浦发银行,1.789,1.9429,2.5994,2.8767,1.8824,1.3416,2.5512,0.9683
2015/1/30,浦发银行,1.3929,1.7926,2.5242,2.8799,1.8837,1.3459,2.4933,0.9685
2015/2/2,浦发银行,1.4181,1.7163,2.4421,2.8507,1.8936,1.3462,2.4421,0.9686
2015/2/3,浦发银行,1.3152,1.5077,2.3909,2.8452,1.8889,1.3461,2.3909,0.9687
2015/2/4,浦发银行,1.1251,1.4081,2.3359,2.8457,1.8889,1.3452,2.3359,0.9687
2015/2/5,浦发银行,2.6425,1.5788,2.3011,2.8705,1.9039,1.3505,2.3486,0.9692
2015/2/6,浦发银行,1.2501,1.5502,2.2064,2.8794,1.9068,1.35,2.3047,0.9693
2015/2/9,浦发银行,1.505,1.5676,2.1026,2.8603,1.9202,1.3547,2.2739,0.9694
2015/2/10,浦发银行,1.231,1.5507,2.063,2.8283,1.9146,1.3572,2.2353,0.9695
2015/2/11,浦发银行,0.8318,1.4921,2.0095,2.7728,1.916,1.3548,2.1852,0.9694
2015/2/12,浦发银行,0.9982,1.1632,1.9457,2.76,1.9196,1.356,2.1443,0.9695
2015/2/13,浦发银行,1.3963,1.1924,1.9544,2.743,1.9256,1.3563,2.1193,0.9696
2015/2/16,浦发银行,0.9329,1.078,1.8279,2.7368,1.9388,1.3579,2.081,0.9696
2015/2/17,浦发银行,0.8086,0.9936,1.7815,2.7269,1.9296,1.3582,2.0413,0.9695
2015/2/25,浦发银行,0.9444,0.9444,1.409,2.7996,1.9876,1.3691,2.008,0.9695
2015/2/26,浦发银行,1.4408,1.1926,1.3891,2.7726,1.9949,1.3729,1.9914,0.9696
2015/2/27,浦发银行,1.3108,1.232,1.3309,2.7449,2.0028,1.3752,1.9719,0.9697
2015/3/2,浦发银行,1.466,1.2905,1.2799,2.6284,2.0487,1.3791,1.9579,0.9699
2015/3/3,浦发银行,1.785,1.3894,1.3112,2.5738,2.0567,1.3842,1.9532,0.9701
2015/3/4,浦发银行,1.0494,1.4104,1.3062,2.5076,2.06,1.3854,1.9294,0.9701
2015/3/5,浦发银行,1.5178,1.4258,1.2312,2.4332,2.0658,1.3898,1.9189,0.9703
2015/3/6,浦发银行,0.858,1.3352,1.2051,2.406,2.0554,1.3904,1.8923,0.9702
2015/3/9,浦发银行,2.9137,1.6248,1.299,2.3144,2.0732,1.4001,1.9172,0.9708
2015/3/10,浦发银行,1.7078,1.6093,1.3308,2.2714,2.0814,1.4043,1.9123,0.971
2015/3/11,浦发银行,1.4412,1.6877,1.3714,2.2447,2.0869,1.4083,1.9013,0.9711
2015/3/12,浦发银行,4.2404,2.2322,1.5875,2.2826,2.1185,1.4227,1.9545,0.972
2015/3/13,浦发银行,2.9497,2.6505,1.6911,2.2941,2.1256,1.4294,1.9766,0.9726
2015/3/16,浦发银行,2.1184,2.4915,1.7701,2.2805,2.1434,1.4331,1.9797,0.9729
2015/3/17,浦发银行,2.0752,2.565,1.8546,2.2147,2.1545,1.4358,1.9817,0.9732
2015/3/18,浦发银行,2.3766,2.752,1.8872,2.1976,2.1622,1.4409,1.9899,0.9736
2015/3/19,浦发银行,2.1227,2.3285,1.9011,2.1836,2.164,1.447,1.9926,0.9739
2015/3/20,浦发银行,3.0593,2.3504,1.9654,2.1987,2.1716,1.455,2.014,0.9745
2015/3/23,浦发银行,2.3963,2.406,1.9881,2.147,2.1967,1.4489,2.0215,0.9748
2015/3/24,浦发银行,2.1756,2.4261,1.9975,2.1361,2.2065,1.4427,2.0244,0.9752
2015/3/25,浦发银行,2.223,2.3954,2.0614,2.1215,2.2177,1.4456,2.0282,0.9755
2015/3/26,浦发银行,1.892,2.3492,2.0839,2.0998,2.2292,1.4482,2.0257,0.9758
2015/3/27,浦发银行,1.462,2.0298,2.0915,2.0888,2.2227,1.4457,2.0154,0.9759
2015/3/30,浦发银行,3.2664,2.2038,2.1474,2.0571,2.2566,1.4526,2.0377,0.9765
2015/3/31,浦发银行,3.3107,2.4308,2.2003,2.0601,2.2656,1.4629,2.0601,0.9772
2015/4/1,浦发银行,2.0497,2.3962,2.1938,2.0599,2.2638,1.468,2.0599,0.9775
2015/4/2,浦发银行,2.7481,2.5674,2.2495,2.0716,2.2678,1.4732,2.0716,0.978
2015/4/3,浦发银行,2.1468,2.7043,2.2653,2.0728,2.2668,1.4764,2.0728,0.9783
2015/4/7,浦发银行,3.3657,2.5776,2.4782,2.0393,2.2758,1.4874,2.094,0.9789
2015/4/8,浦发银行,3.4499,2.9276,2.5223,2.0606,2.2962,1.4908,2.1159,0.9796
2015/4/9,浦发银行,3.3327,3.0738,2.5414,2.0612,2.3164,1.4999,2.1352,0.9803
2015/4/10,浦发银行,3.0259,3.2935,2.6013,2.0775,2.3339,1.5054,2.1491,0.9808
2015/4/13,浦发银行,3.8961,3.4141,2.6247,2.1174,2.3598,1.5162,2.176,0.9816
2015/4/14,浦发银行,2.4984,3.2406,2.6186,2.1248,2.3756,1.5227,2.1809,0.982
2015/4/15,浦发银行,3.0131,3.1533,2.6366,2.1387,2.393,1.5302,2.1933,0.9826
2015/4/16,浦发银行,2.7876,3.0442,2.667,2.1312,2.3995,1.5389,2.202,0.9831
2015/4/17,浦发银行,3.2846,3.096,2.722,2.1508,2.4176,1.5483,2.2177,0.9837
2015/4/20,浦发银行,3.836,3.084,2.808,2.1266,2.4428,1.5609,2.2408,0.9845
2015/4/21,浦发银行,2.4673,3.0777,2.7918,2.1128,2.4572,1.5674,2.244,0.9849
2015/4/22,浦发银行,2.8196,3.039,2.7931,2.1274,2.4753,1.575,2.252,0.9854
2015/4/23,浦发银行,2.4365,2.9688,2.7949,2.1324,2.4888,1.5813,2.2546,0.9858
2015/4/24,浦发银行,2.8341,2.8787,2.8248,2.1443,2.5061,1.5906,2.2624,0.9863
2015/4/27,浦发银行,2.5769,2.6269,2.9573,2.154,2.5195,1.5962,2.2666,0.9868
2015/4/28,浦发银行,4.0211,2.9376,3.008,2.1953,2.547,1.6093,2.2897,0.9876
2015/4/29,浦发银行,2.4017,2.854,2.9804,2.2059,2.5578,1.6167,2.2911,0.988
2015/4/30,浦发银行,2.766,2.9199,2.9577,2.2296,2.5708,1.6242,2.2972,0.9885
2015/5/4,浦发银行,1.7293,2.7295,2.9759,2.2712,2.5776,1.6246,2.29,0.9887
2015/5/5,浦发银行,2.5155,2.3531,2.9529,2.2689,2.5898,1.632,2.2928,0.9891
2015/5/6,浦发银行,2.0345,2.2613,2.9092,2.2829,2.601,1.6387,2.2896,0.9894
2015/5/7,浦发银行,1.4367,1.929,2.8173,2.2681,2.5903,1.643,2.2792,0.9895
2015/5/8,浦发银行,1.2368,1.7906,2.7119,2.2503,2.5791,1.6455,2.2667,0.9896
2015/5/11,浦发银行,1.8573,1.8161,2.6225,2.3001,2.5522,1.651,2.2618,0.9898
2015/5/12,浦发银行,1.4687,1.6068,2.5675,2.3085,2.5493,1.6535,2.2525,0.9899
2015/5/13,浦发银行,1.6434,1.5286,2.4602,2.3129,2.5423,1.6584,2.2454,0.9901
2015/5/14,浦发银行,1.289,1.499,2.4027,2.295,2.5419,1.6605,2.2344,0.9902
2015/5/15,浦发银行,1.4045,1.5326,2.3261,2.2796,2.5325,1.6643,2.225,0.9903
2015/5/18,浦发银行,1.2568,1.4125,2.2016,2.3111,2.5379,1.6679,2.2141,0.9904
2015/5/19,浦发银行,1.6234,1.4434,2.1741,2.2993,2.5433,1.6707,2.2075,0.9905
2015/5/20,浦发银行,1.7803,1.4708,2.0762,2.2905,2.5491,1.6763,2.2028,0.9908
2015/5/21,浦发银行,1.1151,1.436,2.0118,2.2709,2.5467,1.6793,2.191,0.9908
2015/5/22,浦发银行,1.6625,1.4876,1.9567,2.2609,2.5393,1.6842,2.1853,0.991
2015/5/25,浦发银行,1.8353,1.6033,1.8827,2.2755,2.5332,1.6904,2.1816,0.9912
2015/5/26,浦发银行,2.0215,1.6829,1.8893,2.285,2.5248,1.6971,2.1799,0.9915
2015/5/27,浦发银行,1.9899,1.7248,1.8614,2.2962,2.5168,1.7032,2.1779,0.9918
2015/5/28,浦发银行,2.2384,1.9495,1.7765,2.2952,2.489,1.7098,2.1786,0.9921
2015/5/29,浦发银行,1.7161,1.9602,1.7439,2.286,2.4826,1.7148,2.1738,0.9923
2015/6/1,浦发银行,1.9191,1.977,1.7035,2.2803,2.4648,1.7207,2.1713,0.9926
2015/6/2,浦发银行,1.5073,1.8742,1.6946,2.2809,2.4446,1.7198,2.1646,0.9927
2015/6/3,浦发银行,1.636,1.8034,1.6921,2.2786,2.4177,1.7246,2.1594,0.9929
2015/6/4,浦发银行,3.162,1.9881,1.7544,2.3116,2.4039,1.7351,2.1692,0.9935
2015/6/5,浦发银行,2.4286,2.1306,1.7506,2.3259,2.3764,1.7434,2.1718,0.9938
2015/6/8,浦发银行,,2.1835,1.7778,2.3492,2.3569,1.7491,2.1718,0.9938
2015/6/9,浦发银行,,2.4089,1.7778,2.3401,2.3278,1.7546,2.1718,0.9938
2015/6/10,浦发银行,,2.7953,1.7778,2.3504,2.3123,1.76,2.1718,0.9938
2015/6/11,浦发银行,,2.4286,1.7736,2.3656,2.3067,1.766,2.1718,0.9938
2015/6/12,浦发银行,,,1.7905,2.3338,2.3086,1.7721,2.1718,0.9938
2015/6/15,浦发银行,,,1.8595,2.3232,2.3092,1.7759,2.1718,0.9938
2015/6/16,浦发银行,,,1.8595,2.3268,2.3036,1.78,2.1718,0.9938
2015/6/17,浦发银行,3.4385,3.4385,1.9582,2.3507,2.2827,1.7918,2.1839,0.9945
2015/6/18,浦发银行,1.8649,2.6517,1.9962,2.3417,2.2697,1.7977,2.1809,0.9947
2015/6/19,浦发银行,1.8635,2.389,2.0112,2.3372,2.2604,1.8036,2.1779,0.995
2015/6/23,浦发银行,1.9953,2.2905,2.1155,2.3171,2.2313,1.8155,2.1762,0.9953
2015/6/24,浦发银行,1.7277,1.8629,2.0896,2.3091,2.2218,1.8204,2.172,0.9955
2015/6/25,浦发银行,1.8204,1.8517,2.0886,2.3019,2.2109,1.8268,2.1688,0.9957
2015/6/26,浦发银行,2.4243,1.9919,2.1155,2.3114,2.2047,1.8357,2.1711,0.9961
2015/6/29,浦发银行,2.819,2.1573,2.2005,2.3357,2.1926,1.8464,2.177,0.9966
2015/6/30,浦发银行,2.5157,2.2614,2.223,2.3223,2.1885,1.8555,2.18,0.997
2015/7/1,浦发银行,1.679,2.2517,2.2059,2.2975,2.1756,1.8613,2.1756,0.9972
2015/7/2,浦发银行,2.1596,2.3195,2.2525,2.2868,2.1754,1.8692,2.1754,0.9975
2015/7/3,浦发银行,2.0955,2.2537,2.2853,2.2859,2.1747,1.8762,2.1747,0.9978
2015/7/6,浦发银行,4.4189,2.5737,2.3709,2.324,2.1723,1.8935,2.1941,0.9987
2015/7/7,浦发银行,4.783,3.0272,2.5432,2.3493,2.1916,1.9123,2.2162,0.9997
2015/7/8,浦发银行,5.6152,3.8144,2.748,2.388,2.2214,1.9345,2.245,1.001
2015/7/9,浦发银行,3.6537,4.1133,2.8046,2.3937,2.2245,1.9477,2.2568,1.0017
2015/7/10,浦发银行,4.3408,4.5623,2.895,2.4172,2.2429,1.9647,2.2742,1.0026
2015/7/13,浦发银行,2.4968,4.1779,2.8729,2.3922,2.2524,1.9735,2.2761,1.003
2015/7/14,浦发银行,2.0487,3.6311,2.8295,2.3842,2.2522,1.9807,2.2742,1.0033
2015/7/15,浦发银行,2.3337,2.9748,2.8047,2.372,2.2533,1.9889,2.2747,1.0036
2015/7/16,浦发银行,1.2156,2.4871,2.729,2.344,2.2357,1.9924,2.2661,1.0037
2015/7/17,浦发银行,1.3129,1.8816,2.6278,2.3088,2.2277,1.9967,2.2585,1.0038
2015/7/20,浦发银行,1.1588,1.6139,2.6307,2.2609,2.1926,1.9999,2.2498,1.0038
2015/7/21,浦发银行,1.0472,1.4136,2.5553,2.2356,2.1731,2.0031,2.2403,1.0038
2015/7/22,浦发银行,0.8065,1.1082,2.4758,2.1996,2.1629,2.0036,2.2291,1.0038
2015/7/23,浦发银行,0.7675,1.0186,2.42,2.1698,2.1508,2.0041,2.2178,1.0037
2015/7/24,浦发银行,0.8283,0.9216,2.3791,2.134,2.1393,2.001,2.2071,1.0037
2015/7/27,浦发银行,1.5084,0.9916,2.3621,2.1149,2.1348,2.0036,2.2018,1.0038
2015/7/28,浦发银行,1.6491,1.112,2.3297,2.0726,2.135,2.0016,2.1976,1.004
2015/7/29,浦发银行,0.9104,1.1327,2.243,2.0459,2.1273,1.9997,2.1879,1.0039
2015/7/30,浦发银行,0.7969,1.1386,2.1648,2.0108,2.1221,1.9979,2.1775,1.0039
2015/7/31,浦发银行,1.5744,1.2878,2.1392,2.0031,2.1173,2.0013,2.173,1.004
2015/8/3,浦发银行,1.4231,1.2708,2.1281,1.9931,2.1244,2.0017,2.1675,1.0042
2015/8/4,浦发银行,0.5706,1.0551,2.0573,1.9732,2.1196,1.9994,2.1559,1.004
2015/8/5,浦发银行,0.3899,0.951,1.9848,1.9365,2.0998,1.9978,2.1431,1.0039
2015/8/6,浦发银行,0.4381,0.8792,1.8117,1.909,2.0927,1.9958,2.1308,1.0037
2015/8/7,浦发银行,0.4376,0.6519,1.6228,1.8918,2.0783,1.9937,2.1187,1.0036
2015/8/10,浦发银行,0.7836,0.524,1.1666,1.8839,2.0794,1.9936,2.1092,1.0035
2015/8/11,浦发银行,0.7043,0.5507,1.1456,1.8641,2.0783,1.9937,2.0994,1.0034
2015/8/12,浦发银行,0.5306,0.5789,1.1188,1.8479,2.0742,1.9937,2.0884,1.0033
2015/8/13,浦发银行,0.4961,0.5905,1.0318,1.8281,2.0663,1.993,2.0773,1.0032
2015/8/14,浦发银行,0.4447,0.5919,0.9621,1.8136,2.0522,1.992,2.0661,1.003
2015/8/17,浦发银行,0.8101,0.5972,0.8608,1.8033,2.062,1.993,2.0575,1.003
2015/8/18,浦发银行,1.3298,0.7223,0.8821,1.8046,2.0556,1.9959,2.0525,1.0031
2015/8/19,浦发银行,1.3339,0.8829,0.9017,1.7996,2.0494,1.9987,2.0477,1.0031
2015/8/20,浦发银行,0.5905,0.9018,0.877,1.7791,2.0369,1.9992,2.0379,1.003
2015/8/21,浦发银行,0.8296,0.9788,0.8676,1.7741,2.0267,1.9994,2.0298,1.003
2015/8/24,浦发银行,2.2439,1.2656,0.9427,1.7842,2.0285,2.0067,2.0312,1.0033
2015/8/25,浦发银行,1.9398,1.3876,0.988,1.786,2.0369,2.0122,2.0306,1.0036
2015/8/26,浦发银行,1.5762,1.436,1.0136,1.7783,2.038,2.0165,2.0277,1.0037
2015/8/27,浦发银行,1.4207,1.602,1.0097,1.7685,2.039,2.0209,2.0237,1.0038
2015/8/28,浦发银行,1.4002,1.7162,0.9989,1.754,2.0336,2.0248,2.0197,1.0039
2015/8/31,浦发银行,1.3578,1.539,1.0024,1.7478,2.0281,2.029,2.0155,1.004
2015/9/1,浦发银行,2.0432,1.5596,1.0498,1.75,2.0282,2.0357,2.0156,1.0043
2015/9/2,浦发银行,1.7091,1.5862,1.0784,1.7535,2.0302,2.0392,2.0137,1.0045
2015/9/7,浦发银行,1.9296,1.894,1.2355,1.7215,2.0538,2.0546,2.0132,1.0048
2015/9/8,浦发银行,2.2168,1.9518,1.2845,1.7302,2.0551,2.0553,2.0144,1.0051
2015/9/9,浦发银行,1.6211,1.9225,1.3006,1.7283,2.0444,2.0586,2.012,1.0052
2015/9/10,浦发银行,1.3788,1.7866,1.3289,1.7224,2.0416,2.0613,2.0081,1.0053
2015/9/11,浦发银行,1.9347,1.8162,1.3875,1.7259,2.0457,2.0661,2.0076,1.0056
2015/9/14,浦发银行,1.2326,1.6768,1.521,1.7178,2.0129,2.069,2.0029,1.0057
2015/9/15,浦发银行,0.7211,1.3776,1.481,1.7018,2.0021,2.0692,1.9951,1.0056
2015/9/16,浦发银行,0.4968,1.1528,1.4341,1.6826,1.9886,2.065,1.9861,1.0054
2015/9/17,浦发银行,0.3407,0.9452,1.4118,1.6335,1.9741,2.0632,1.9763,1.0053
2015/9/18,浦发银行,0.2741,0.613,1.3615,1.6082,1.9566,2.0581,1.9661,1.0051
2015/9/21,浦发银行,0.2713,0.4208,1.3741,1.5829,1.9318,2.0512,1.9561,1.0049
2015/9/22,浦发银行,0.2592,0.3284,1.3184,1.5622,1.9179,2.0479,1.9461,1.0047
2015/9/23,浦发银行,0.3658,0.3022,1.273,1.5368,1.9009,2.0469,1.9369,1.0045
2015/9/24,浦发银行,0.5285,0.3398,1.1913,1.518,1.8872,2.0448,1.9287,1.0044
2015/9/25,浦发银行,0.9118,0.4673,1.1424,1.5039,1.8763,2.0448,1.9228,1.0043
2015/9/28,浦发银行,0.6127,0.5356,1.0635,1.4755,1.869,2.0451,1.9153,1.0042
2015/9/29,浦发银行,0.7652,0.6368,1.0485,1.4435,1.8598,2.0449,1.9087,1.0042
2015/9/30,浦发银行,1.4142,0.8465,1.066,1.4262,1.8444,2.0479,1.9059,1.0043
2015/10/8,浦发银行,0.9385,0.9385,0.8275,1.2113,1.7843,2.0478,1.9004,1.0043
2015/10/9,浦发银行,0.2783,0.6084,0.7485,1.1541,1.7577,2.0453,1.8913,1.0041
2015/10/12,浦发银行,0.6275,0.6148,0.6274,1.0912,1.7369,2.0442,1.8843,1.004
2015/10/13,浦发银行,0.3665,0.5527,0.612,1.055,1.7062,2.0426,1.8758,1.0038
2015/10/14,浦发银行,0.2375,0.4897,0.5535,1.0243,1.6865,2.0412,1.8668,1.0036
2015/10/15,浦发银行,,0.3774,0.543,1.0018,1.6749,2.0461,1.8668,1.0036
2015/10/16,浦发银行,,0.4105,0.5461,0.998,1.665,2.0463,1.8668,1.0036
2015/10/19,浦发银行,,0.302,0.5828,0.9924,1.6506,2.0505,1.8668,1.0036
2015/10/20,浦发银行,,0.2375,0.5828,0.9894,1.6309,2.056,1.8668,1.0036
2015/10/21,浦发银行,,,0.6088,0.9883,1.6233,2.0618,1.8668,1.0036
2015/10/22,浦发银行,,,0.6406,0.9917,1.6123,2.0681,1.8668,1.0036
2015/10/23,浦发银行,,,0.6681,0.996,1.6047,2.0736,1.8668,1.0036
2015/10/26,浦发银行,0.5417,0.5417,0.6424,0.9905,1.5834,2.0728,1.8595,1.0035
2015/10/27,浦发银行,0.4017,0.4717,0.6184,0.9693,1.5633,2.0705,1.8515,1.0033
2015/10/28,浦发银行,0.3979,0.4471,0.5969,0.9452,1.5298,2.0693,1.8436,1.0032
2015/10/29,浦发银行,0.4061,0.4369,0.561,0.9355,1.5113,2.0664,1.8359,1.003
2015/10/30,浦发银行,0.2437,0.3982,0.4439,0.9249,1.4879,2.0623,1.8273,1.0028
2015/11/2,浦发银行,0.2044,0.3308,0.4222,0.8985,1.4762,2.0489,1.8186,1.0026
2015/11/3,浦发银行,0.3243,0.3153,0.414,0.8774,1.4657,2.0431,1.8107,1.0024
2015/11/4,浦发银行,0.3488,0.3055,0.409,0.8731,1.4531,2.0398,1.8029,1.0022
2015/11/5,浦发银行,1.2427,0.4728,0.4685,0.8895,1.4416,2.0406,1.8,1.0023
2015/11/6,浦发银行,0.684,0.5608,0.4829,0.8942,1.4293,2.0406,1.7942,1.0022
2015/11/9,浦发银行,0.8461,0.6892,0.4909,0.9021,1.4256,2.0324,1.7892,1.0022
2015/11/10,浦发银行,0.7528,0.7749,0.5084,0.9015,1.4195,2.0215,1.7838,1.0021
2015/11/11,浦发银行,0.4939,0.8039,0.5075,0.8975,1.4071,2.0046,1.7772,1.002
2015/11/12,浦发银行,0.417,0.6388,0.4943,0.8953,1.3976,1.9985,1.7702,1.0018
2015/11/13,浦发银行,0.3937,0.5807,0.496,0.8933,1.3862,1.9894,1.7632,1.0017
2015/11/16,浦发银行,0.242,0.4599,0.4963,0.8894,1.3764,1.9846,1.7555,1.0015
2015/11/17,浦发银行,0.3406,0.3774,0.4871,0.8804,1.367,1.9799,1.7483,1.0013
2015/11/18,浦发银行,0.3087,0.3404,0.4772,0.8607,1.3584,1.9738,1.7411,1.0011
2015/11/19,浦发银行,0.5497,0.367,0.481,0.8457,1.3486,1.9719,1.7351,1.001
2015/11/20,浦发银行,0.7945,0.4471,0.4967,0.8496,1.3397,1.9707,1.7305,1.0009
2015/11/23,浦发银行,0.9178,0.5823,0.5168,0.8513,1.3349,1.9685,1.7264,1.0009
2015/11/24,浦发银行,0.6936,0.6529,0.5248,0.8215,1.3291,1.9577,1.7213,1.0008
2015/11/25,浦发银行,1.7505,0.9412,0.5781,0.8178,1.3283,1.9569,1.7215,1.001
2015/11/26,浦发银行,1.1523,1.0618,0.6046,0.8097,1.3204,1.9488,1.7187,1.0011
2015/11/27,浦发银行,0.5662,1.0161,0.6118,0.7932,1.3074,1.9384,1.7131,1.0009
2015/11/30,浦发银行,0.5234,0.9372,0.6451,0.7764,1.288,1.9164,1.7074,1.0008
2015/12/1,浦发银行,0.34,0.8665,0.6312,0.7316,1.2735,1.9002,1.7008,1.0006
2015/12/2,浦发银行,0.8235,0.6811,0.6594,0.7142,1.2672,1.8866,1.6966,1.0006
2015/12/3,浦发银行,0.5916,0.5689,0.6715,0.7119,1.2576,1.8679,1.6913,1.0005
2015/12/4,浦发银行,0.3767,0.531,0.6728,0.7055,1.2321,1.8486,1.6851,1.0003
2015/12/7,浦发银行,0.4468,0.5157,0.6344,0.6776,1.2139,1.8255,1.6793,1.0002
2015/12/8,浦发银行,1.286,0.7049,0.664,0.66,1.2145,1.8106,1.6774,1.0003
2015/12/9,浦发银行,0.4935,0.6389,0.648,0.6387,1.208,1.7874,1.6719,1.0001
2015/12/10,浦发银行,0.3061,0.5818,0.6276,0.6185,1.2,1.7706,1.6655,0.9999
2015/12/11,浦发银行,0.4668,0.5998,0.6264,0.5908,1.1935,1.7598,1.66,0.9998
2015/12/14,浦发银行,0.3792,0.5863,0.6357,0.5747,1.1864,1.7524,1.6541,0.9996
2015/12/15,浦发银行,0.2771,0.3845,0.6194,0.5663,1.1785,1.7438,1.6478,0.9994
2015/12/16,浦发银行,0.2075,0.3273,0.6178,0.5608,1.1701,1.7319,1.6412,0.9992
2015/12/17,浦发银行,0.2858,0.3233,0.6153,0.5598,1.1429,1.7078,1.635,0.999
2015/12/18,浦发银行,0.4943,0.3288,0.6238,0.564,1.1311,1.6954,1.6299,0.9989
2015/12/21,浦发银行,0.4422,0.3414,0.6105,0.5672,1.1188,1.6846,1.6245,0.9988
2015/12/22,浦发银行,0.2848,0.3429,0.5957,0.5677,1.1117,1.666,1.6185,0.9986
2015/12/23,浦发银行,0.3545,0.3723,0.5701,0.5675,1.0977,1.6546,1.6129,0.9984
2015/12/24,浦发银行,0.3065,0.3765,0.5525,0.5633,1.0855,1.6438,1.6071,0.9982
2015/12/25,浦发银行,0.2971,0.337,0.4864,0.5517,1.0725,1.6318,1.6013,0.998
2015/12/28,浦发银行,0.2679,0.3022,0.4405,0.5452,1.0541,1.6194,1.5954,0.9978
2015/12/29,浦发银行,0.2535,0.2959,0.432,0.5355,1.0322,1.6023,1.5895,0.9977
2015/12/30,浦发银行,0.1913,0.2633,0.4169,0.5124,1.0123,1.5902,1.5834,0.9974
2015/12/31,浦发银行,0.1498,0.2319,0.4053,0.5057,1.005,1.5772,1.5772,0.9972
2016/1/4,浦发银行,0.2264,0.2053,0.3709,0.5006,0.9731,1.5713,0.2264,0.997
2016/1/5,浦发银行,0.3112,0.2197,0.368,0.4973,0.9675,1.5578,0.2688,0.9968
2016/1/6,浦发银行,0.2507,0.2345,0.3627,0.4929,0.9318,1.544,0.2628,0.9966
2016/1/7,浦发银行,0.0608,0.2123,0.3451,0.4855,0.8915,1.5331,0.2123,0.9964
2016/1/8,浦发银行,0.3855,0.247,0.3042,0.476,0.8468,1.5252,0.247,0.9962
2016/1/11,浦发银行,0.4834,0.2984,0.2955,0.4795,0.7893,1.513,0.2864,0.9961
2016/1/12,浦发银行,0.2969,0.2955,0.2956,0.4738,0.7851,1.5036,0.2879,0.9959
2016/1/13,浦发银行,0.2566,0.2967,0.2938,0.4719,0.766,1.4995,0.284,0.9957
2016/1/14,浦发银行,0.294,0.3433,0.2899,0.4729,0.751,1.4918,0.2851,0.9955
2016/1/15,浦发银行,0.2505,0.3163,0.2887,0.4691,0.7332,1.4834,0.2816,0.9953
2016/1/18,浦发银行,0.1755,,,0.1755,0.1755,0.1755,0.1755,0.1755
2016/1/19,浦发银行,0.1598,0.2273,0.2714,0.4592,0.7144,1.4528,0.2626,0.9949
2016/1/20,浦发银行,0.1928,0.2145,0.2678,0.4549,0.7062,1.4397,0.2573,0.9947
2016/1/21,浦发银行,0.1833,0.1924,0.256,0.4506,0.6988,1.4264,0.252,0.9945
2016/1/22,浦发银行,0.2252,0.1873,0.2533,0.4471,0.6938,1.4188,0.2502,0.9943
2016/1/25,浦发银行,0.1263,0.1775,0.2371,0.4422,0.6871,1.4101,0.2424,0.9941
2016/1/26,浦发银行,0.2052,0.1866,0.2356,0.437,0.683,1.4032,0.2403,0.9939
2016/1/27,浦发银行,0.2374,0.1955,0.2356,0.4344,0.6721,1.394,0.2401,0.9937
2016/1/28,浦发银行,0.2086,0.2005,0.233,0.4315,0.6598,1.3879,0.2384,0.9934
2016/1/29,浦发银行,0.2543,0.2064,0.233,0.4292,0.6542,1.3812,0.2392,0.9933
2016/2/1,浦发银行,0.1562,0.2123,0.2353,0.4279,0.6408,1.3759,0.2353,0.993
2016/2/2,浦发银行,0.1361,0.1985,0.2308,0.4268,0.6364,1.3703,0.2308,0.9928
2016/2/3,浦发银行,0.1489,0.1808,0.2272,0.4241,0.6256,1.3653,0.2272,0.9926
2016/2/4,浦发银行,0.2528,0.1897,0.2284,0.4226,0.6228,1.3615,0.2283,0.9924
2016/2/5,浦发银行,0.4204,0.2229,0.2331,0.41,0.6231,1.3519,0.236,0.9923
